Instruction,Word,n,WordResponse.keys_raw,WordResponse.rt_mean,WordResponse.rt_raw,WordResponse.rt_std,order
To what extent did the music make you feel ,SAD,1.0,'1',1.6330641508102417,1.6330641508102417,0.0,2.0
To what extent did the music make you feel ,ANXIOUS ,1.0,'1',1.3689507246017456,1.3689507246017456,0.0,9.0
To what extent did the music make you feel ,ANGRY,1.0,'1',1.2665671110153198,1.2665671110153198,0.0,11.0
To what extent did the music make you feel ,FRUSTRATED,1.0,'1',2.1516332626342773,2.1516332626342773,0.0,1.0
To what extent did the music make you feel ,ASHAMED,1.0,'1',2.502161979675293,2.502161979675293,0.0,5.0
To what extent did the music make you feel ,GUILTY,1.0,'1',1.5666866302490234,1.5666866302490234,0.0,4.0
To what extent did the music make you feel ,HAPPY,1.0,'4',1.751968264579773,1.751968264579773,0.0,6.0
To what extent did the music make you feel ,EXCITED,1.0,'4',6.15056848526001,6.15056848526001,0.0,0.0
To what extent did the music make you feel ,ALERT,1.0,'4',2.2356574535369873,2.2356574535369873,0.0,10.0
To what extent did the music make you feel ,ACTIVE,1.0,'4',1.9180419445037842,1.9180419445037842,0.0,3.0
To what extent did the music make you feel ,TENDER,1.0,'3',1.984655499458313,1.984655499458313,0.0,7.0
To what extent did the music make you feel ,SCARED,1.0,'2',5.318471431732178,5.318471431732178,0.0,8.0

extraInfo
participant,999
session,001
date,2019_Apr_12_1007
expName,MusicAffectPsychophysiology2019
psychopyVersion,3.0.5
frameRate,60.17796767390653
﻿Instruction,Word,n,WordResponse.keys_raw,WordResponse.rt_mean,WordResponse.rt_raw,WordResponse.rt_std,order
To what extent did the music make you feel ,SAD,1.0,'3',1.534544587135315,1.534544587135315,0.0,3.0
To what extent did the music make you feel ,ANXIOUS ,1.0,'5',1.7830356359481812,1.7830356359481812,0.0,7.0
To what extent did the music make you feel ,ANGRY,1.0,'3',1.6856963634490967,1.6856963634490967,0.0,9.0
To what extent did the music make you feel ,FRUSTRATED,1.0,'4',3.289219856262207,3.289219856262207,0.0,11.0
To what extent did the music make you feel ,ASHAMED,1.0,'3',1.7882002592086792,1.7882002592086792,0.0,10.0
To what extent did the music make you feel ,GUILTY,1.0,'4',4.251352787017822,4.251352787017822,0.0,5.0
To what extent did the music make you feel ,HAPPY,1.0,'1',2.068295478820801,2.068295478820801,0.0,1.0
To what extent did the music make you feel ,EXCITED,1.0,'1',1.4525560140609741,1.4525560140609741,0.0,4.0
To what extent did the music make you feel ,ALERT,1.0,'5',0.91816645860672,0.91816645860672,0.0,8.0
To what extent did the music make you feel ,ACTIVE,1.0,'4',2.4188477993011475,2.4188477993011475,0.0,6.0
To what extent did the music make you feel ,TENDER,1.0,'4',6.666018486022949,6.666018486022949,0.0,0.0
To what extent did the music make you feel ,SCARED,1.0,'4',2.485809326171875,2.485809326171875,0.0,2.0

extraInfo
participant,999
session,001
date,2019_Apr_12_1007
expName,MusicAffectPsychophysiology2019
psychopyVersion,3.0.5
frameRate,60.17796767390653
﻿Instruction,Word,n,WordResponse.keys_raw,WordResponse.rt_mean,WordResponse.rt_raw,WordResponse.rt_std,order
To what extent did the music make you feel ,SAD,1.0,'4',1.9505964517593384,1.9505964517593384,0.0,11.0
To what extent did the music make you feel ,ANXIOUS ,1.0,'5',1.9841257333755493,1.9841257333755493,0.0,8.0
To what extent did the music make you feel ,ANGRY,1.0,'4',2.134798526763916,2.134798526763916,0.0,4.0
To what extent did the music make you feel ,FRUSTRATED,1.0,'4',3.1073386669158936,3.1073386669158936,0.0,1.0
To what extent did the music make you feel ,ASHAMED,1.0,'4',2.4683244228363037,2.4683244228363037,0.0,2.0
To what extent did the music make you feel ,GUILTY,1.0,'3',1.75137197971344,1.75137197971344,0.0,3.0
To what extent did the music make you feel ,HAPPY,1.0,'1',2.4863085746765137,2.4863085746765137,0.0,10.0
To what extent did the music make you feel ,EXCITED,1.0,'4',2.3209636211395264,2.3209636211395264,0.0,0.0
To what extent did the music make you feel ,ALERT,1.0,'5',1.3181136846542358,1.3181136846542358,0.0,5.0
To what extent did the music make you feel ,ACTIVE,1.0,'5',2.5689890384674072,2.5689890384674072,0.0,6.0
To what extent did the music make you feel ,TENDER,1.0,'4',1.3349854946136475,1.3349854946136475,0.0,7.0
To what extent did the music make you feel ,SCARED,1.0,'5',1.2015347480773926,1.2015347480773926,0.0,9.0

extraInfo
participant,999
session,001
date,2019_Apr_12_1007
expName,MusicAffectPsychophysiology2019
psychopyVersion,3.0.5
frameRate,60.17796767390653
﻿Instruction,Word,n,WordResponse.keys_raw,WordResponse.rt_mean,WordResponse.rt_raw,WordResponse.rt_std,order
To what extent did the music make you feel ,SAD,1.0,'1',2.2717080116271973,2.2717080116271973,0.0,11.0
To what extent did the music make you feel ,ANXIOUS ,1.0,'1',1.2188221216201782,1.2188221216201782,0.0,3.0
To what extent did the music make you feel ,ANGRY,1.0,'1',1.2859700918197632,1.2859700918197632,0.0,10.0
To what extent did the music make you feel ,FRUSTRATED,1.0,'1',1.3017698526382446,1.3017698526382446,0.0,7.0
To what extent did the music make you feel ,ASHAMED,1.0,'1',1.9009252786636353,1.9009252786636353,0.0,2.0
To what extent did the music make you feel ,GUILTY,1.0,'1',1.401864767074585,1.401864767074585,0.0,4.0
To what extent did the music make you feel ,HAPPY,1.0,'5',1.2345855236053467,1.2345855236053467,0.0,0.0
To what extent did the music make you feel ,EXCITED,1.0,'5',1.7339051961898804,1.7339051961898804,0.0,5.0
To what extent did the music make you feel ,ALERT,1.0,'4',2.650280714035034,2.650280714035034,0.0,6.0
To what extent did the music make you feel ,ACTIVE,1.0,'4',1.9900332689285278,1.9900332689285278,0.0,9.0
To what extent did the music make you feel ,TENDER,1.0,'4',1.3014814853668213,1.3014814853668213,0.0,1.0
To what extent did the music make you feel ,SCARED,1.0,'1',1.2186757326126099,1.2186757326126099,0.0,8.0

extraInfo
participant,999
session,001
date,2019_Apr_12_1007
expName,MusicAffectPsychophysiology2019
psychopyVersion,3.0.5
frameRate,60.17796767390653
﻿Instruction,Word,n,WordResponse.keys_raw,WordResponse.rt_mean,WordResponse.rt_raw,WordResponse.rt_std,order
To what extent did the music make you feel ,SAD,1.0,'2',1.5016074180603027,1.5016074180603027,0.0,2.0
To what extent did the music make you feel ,ANXIOUS ,1.0,'1',1.5353280305862427,1.5353280305862427,0.0,3.0
To what extent did the music make you feel ,ANGRY,1.0,'1',7.502085208892822,7.502085208892822,0.0,11.0
