Instruction,Word,n,WordResponse.keys_raw,WordResponse.rt_mean,WordResponse.rt_raw,WordResponse.rt_std,order
To what extent did the music make you feel ,SAD,1.0,'2',2.518184185028076,2.518184185028076,0.0,3.0
To what extent did the music make you feel ,ANXIOUS ,1.0,'1',2.368088960647583,2.368088960647583,0.0,10.0
To what extent did the music make you feel ,ANGRY,1.0,'1',1.084072470664978,1.084072470664978,0.0,9.0
To what extent did the music make you feel ,FRUSTRATED,1.0,'1',1.0679986476898193,1.0679986476898193,0.0,6.0
To what extent did the music make you feel ,ASHAMED,1.0,'1',0.7006188035011292,0.7006188035011292,0.0,7.0
To what extent did the music make you feel ,GUILTY,1.0,'1',1.0509607791900635,1.0509607791900635,0.0,5.0
To what extent did the music make you feel ,HAPPY,1.0,'3',5.167832851409912,5.167832851409912,0.0,1.0
To what extent did the music make you feel ,EXCITED,1.0,'2',3.367676258087158,3.367676258087158,0.0,4.0
To what extent did the music make you feel ,ALERT,1.0,'2',5.418216228485107,5.418216228485107,0.0,11.0
To what extent did the music make you feel ,ACTIVE,1.0,'3',1.8021577596664429,1.8021577596664429,0.0,8.0
To what extent did the music make you feel ,TENDER,1.0,'4',2.7999846935272217,2.7999846935272217,0.0,2.0
To what extent did the music make you feel ,SCARED,1.0,'1',5.816914081573486,5.816914081573486,0.0,0.0

extraInfo
participant,999
session,001
date,2019_Apr_09_1625
expName,MusicAffectPsychophysiology2019
psychopyVersion,3.0.5
frameRate,60.203984464624064
