Instruction,Word,n,WordResponse.keys_raw,WordResponse.rt_mean,WordResponse.rt_raw,WordResponse.rt_std,order
To what extent did the music make you feel ,SAD,1.0,'1',0.2851715385913849,0.2851715385913849,0.0,2.0
To what extent did the music make you feel ,ANXIOUS ,1.0,'1',0.45178574323654175,0.45178574323654175,0.0,0.0
To what extent did the music make you feel ,ANGRY,1.0,'1',0.2684307396411896,0.2684307396411896,0.0,5.0
To what extent did the music make you feel ,FRUSTRATED,1.0,'1',0.3692842721939087,0.3692842721939087,0.0,11.0
To what extent did the music make you feel ,ASHAMED,1.0,'1',0.23520322144031525,0.23520322144031525,0.0,3.0
To what extent did the music make you feel ,GUILTY,1.0,'1',0.2359609454870224,0.2359609454870224,0.0,4.0
To what extent did the music make you feel ,HAPPY,1.0,'1',0.36830008029937744,0.36830008029937744,0.0,1.0
To what extent did the music make you feel ,EXCITED,1.0,'1',0.5694567561149597,0.5694567561149597,0.0,9.0
To what extent did the music make you feel ,ALERT,1.0,'1',0.30170539021492004,0.30170539021492004,0.0,7.0
To what extent did the music make you feel ,ACTIVE,1.0,'1',0.4021822214126587,0.4021822214126587,0.0,8.0
To what extent did the music make you feel ,TENDER,1.0,'1',0.2524900734424591,0.2524900734424591,0.0,6.0
To what extent did the music make you feel ,SCARED,1.0,'1',0.8182467818260193,0.8182467818260193,0.0,10.0

extraInfo
participant,999
session,001
date,2019_Apr_09_1554
expName,MusicAffectPsychophysiology2019
psychopyVersion,3.0.5
frameRate,59.903881825196414
