Instruction,n,key_resp_3.keys_raw,key_resp_3.rt_mean,key_resp_3.rt_raw,key_resp_3.rt_std,order
To what extent did the music make you feel SAD,1.0,'2',0.36842480301856995,0.36842480301856995,0.0,11.0
To what extent did the music make you feel ANXIOUS ,1.0,'2',0.34314337372779846,0.34314337372779846,0.0,2.0
To what extent did the music make you feel ANGRY,1.0,'2',1.3015013933181763,1.3015013933181763,0.0,0.0
To what extent did the music make you feel FRUSTRATED,1.0,'2',0.3347526490688324,0.3347526490688324,0.0,7.0
To what extent did the music make you feel ASHAMED,1.0,'2',0.3362441062927246,0.3362441062927246,0.0,6.0
To what extent did the music make you feel GUILTY,1.0,'2',0.3347851634025574,0.3347851634025574,0.0,9.0
To what extent did the music make you feel HAPPY,1.0,'2',0.3520877957344055,0.3520877957344055,0.0,3.0
To what extent did the music make you feel EXCITED,1.0,'2',0.33474287390708923,0.33474287390708923,0.0,4.0
To what extent did the music make you feel ALERT,1.0,'2',0.3510313332080841,0.3510313332080841,0.0,8.0
To what extent did the music make you feel ACTIVE,1.0,'2',0.3673548996448517,0.3673548996448517,0.0,5.0
To what extent did the music make you feel TENDER,1.0,'2',0.3844277262687683,0.3844277262687683,0.0,1.0
To what extent did the music make you feel SCARED,1.0,'2',0.3347909450531006,0.3347909450531006,0.0,10.0

extraInfo
participant,999
session,001
date,2019_Apr_09_1038
expName,MusicAffectPsychophysiology2019
psychopyVersion,3.0.5
frameRate,60.149648703910295
